DAY,BETA_MATRIX,BETA_MATRIX,BETA_MATRIX,BETA_MATRIX    ,BETA_MATRIX    ,BETA_MATRIX    ,BETA_MATRIX    ,BETA_MATRIX    ,BETA_MATRIX    ,BETA_MATRIX    ,BETA_MATRIX    ,BETA_MATRIX    ,BETA_MATRIX    ,BETA_MATRIX    ,BETA_MATRIX    ,BETA_MATRIX    
82,0.830953421144944,5.23455717495561,22.4711956398454,2.61727030736312,1.12532797541256,1.01947837324608,1.46405942094492,1.92525009468455,2.20618344308605,1.22171208167783,0.637427891130434,0.318463343500818,0.194681176583185,0.189329517895021,0.128010690612946,0.092000836762731
82,0.454100226162987,1.21911535857678,8.25244244124569,26.7962843383119,4.18186142419622,2.0899319047801,1.55496903525791,1.93125909140942,2.18356313159643,1.97036876295029,1.01402671065513,0.419461351991019,0.186065078419453,0.116272587191413,0.060942506721742,0.040816791995028
82,0.779472856577188,0.719620545309516,1.04585236708093,7.21602129781461,10.2010515223491,4.58467381238441,2.80671460711901,2.26338976356881,1.88066551959207,2.10835579497552,1.40205207920518,0.737657963822437,0.23663738076551,0.092132119101915,0.087776023602331,0.066606382350713
82,1.56003095611222,1.00373181739521,0.668927781613286,2.36925965816035,5.38550252203191,7.6448547047953,4.14318398494604,2.94865890629913,2.31455597475999,1.85613097158057,1.69700685517734,0.898939909390036,0.342923568501274,0.116987278871,0.04921622981185,0.039825375844904
82,1.64969919105244,2.51350290748544,2.03458010314904,1.31755109639596,2.52176474930688,4.10814899091142,5.60279705946909,3.73710223449274,2.67406716226708,1.92679234639216,1.42287822880935,0.970000079676104,0.443540274837151,0.162876353635806,0.078325948375235,0.060051611734436
82,1.44427051735352,2.51228443736744,2.19192401667677,1.74995249478682,1.62823806245104,2.89672404772013,3.51288339725091,4.90432903273554,3.47199511632821,2.10754102692513,1.41307130278381,0.745604159880109,0.431886487136294,0.248242336652911,0.12509078437331,0.044072430624949
82,0.909660847277535,1.79584929301011,2.30601804062194,2.52286482000735,1.88976750183978,2.36552414601991,2.99257059886369,3.18334147481733,4.09576774632393,2.50400835927672,1.63456334258357,0.582237959649682,0.340661257980709,0.189973366060639,0.108311680008008,0.051120048949123
82,0.574597409886132,1.33273764995607,1.64071330575694,3.12133994818635,1.74653452275103,1.870423246413,2.16423547020113,2.37377414815566,2.37381245189826,2.6798784390813,1.5438688659239,0.681292745478305,0.246333343831633,0.115220542427238,0.094021747439936,0.088363444333688
82,0.695823942588289,1.34327987803689,1.97405453055834,2.48028931486908,1.91961906244713,2.36491767931261,2.06079413272712,1.88508971042841,2.3632443358292,2.38289147102241,2.12964816019118,1.08070001397059,0.352232728363939,0.13035049502654,0.089342558002443,0.086148048079118
82,1.22483932447234,1.67760629309739,1.46776967237937,1.77516036098525,1.43165854039152,2.18282707783022,2.18448655468335,1.58134262483371,1.62408458979397,1.35322275950703,1.4824266525443,1.44258499740527,0.577466833340225,0.245565327635338,0.098183706034649,0.077928780605574
82,1.15154190729331,1.15977664479526,0.831131150696882,1.02914848279567,0.863268786417714,1.2221982441694,1.37615354268381,1.37438257976155,0.9948121274976,0.76919065919306,0.724701847238931,0.795430705731369,0.810711384141543,0.386737462652008,0.172576546688101,0.059320609999181
82,0.787370686452111,1.19728409994319,0.987056826315331,0.546467376720255,0.602409562246177,0.760568690136744,1.09100803017473,1.11477715249552,0.915184260675711,0.449782695333362,0.448239620556773,0.537239658358631,0.486998522268417,0.690270286100772,0.226529491806385,0.081325933178943
82,0.331971924300987,0.969824326879715,0.86088400947305,0.792246482611296,0.300332871082387,0.541359276873494,0.490433189994086,0.846376558716947,0.840329256609258,0.657882151823602,0.484066785256046,0.361006961460746,0.490587109110091,0.432423574306778,0.525125644023572,0.2181234757057
82,0.588262841895894,0.82630634657137,1.19518780424785,1.01241590882798,0.338865474654603,0.340784071792871,0.467908211466201,0.733264965084742,0.777396301448815,0.727517117955324,0.685170318401161,0.367319971036864,0.199912318593715,0.313253659766871,0.21261897231983,0.23991821232257
,,,,,,,,,,,,,,,,
83,3.27635748283464,1.90207558920429,1.28788177145712,0.716947721252957,1.14893976507013,1.71484046446293,2.09033021613162,1.6700101356503,1.04380995443383,0.58523394792786,0.579461621663275,0.459958273770581,0.292174706562208,0.208309213332059,0.110557630169921,0.060205190986647
83,1.71668749280931,14.5652812761753,3.14626324295852,0.906866613453694,0.593900913113287,1.44721224391866,2.06434574884261,2.04931229384914,1.67414249047095,0.723506753037344,0.455714680122404,0.404410408559728,0.308461195919792,0.204364452142994,0.089733555514161,0.064883648555028
83,0.830953421144944,5.23455717495561,22.4711956398454,2.61727030736312,1.12532797541256,1.01947837324608,1.46405942094492,1.92525009468455,2.20618344308605,1.22171208167783,0.637427891130434,0.318463343500818,0.194681176583185,0.189329517895021,0.128010690612946,0.092000836762731
83,0.454100226162987,1.21911535857678,8.25244244124569,26.7962843383119,4.18186142419622,2.0899319047801,1.55496903525791,1.93125909140942,2.18356313159643,1.97036876295029,1.01402671065513,0.419461351991019,0.186065078419453,0.116272587191413,0.060942506721742,0.040816791995028
83,0.779472856577188,0.719620545309516,1.04585236708093,7.21602129781461,10.2010515223491,4.58467381238441,2.80671460711901,2.26338976356881,1.88066551959207,2.10835579497552,1.40205207920518,0.737657963822437,0.23663738076551,0.092132119101915,0.087776023602331,0.066606382350713
83,1.56003095611222,1.00373181739521,0.668927781613286,2.36925965816035,5.38550252203191,7.6448547047953,4.14318398494604,2.94865890629913,2.31455597475999,1.85613097158057,1.69700685517734,0.898939909390036,0.342923568501274,0.116987278871,0.04921622981185,0.039825375844904
83,1.64969919105244,2.51350290748544,2.03458010314904,1.31755109639596,2.52176474930688,4.10814899091142,5.60279705946909,3.73710223449274,2.67406716226708,1.92679234639216,1.42287822880935,0.970000079676104,0.443540274837151,0.162876353635806,0.078325948375235,0.060051611734436
83,1.44427051735352,2.51228443736744,2.19192401667677,1.74995249478682,1.62823806245104,2.89672404772013,3.51288339725091,4.90432903273554,3.47199511632821,2.10754102692513,1.41307130278381,0.745604159880109,0.431886487136294,0.248242336652911,0.12509078437331,0.044072430624949
83,0.909660847277535,1.79584929301011,2.30601804062194,2.52286482000735,1.88976750183978,2.36552414601991,2.99257059886369,3.18334147481733,4.09576774632393,2.50400835927672,1.63456334258357,0.582237959649682,0.340661257980709,0.189973366060639,0.108311680008008,0.051120048949123
83,0.574597409886132,1.33273764995607,1.64071330575694,3.12133994818635,1.74653452275103,1.870423246413,2.16423547020113,2.37377414815566,2.37381245189826,2.6798784390813,1.5438688659239,0.681292745478305,0.246333343831633,0.115220542427238,0.094021747439936,0.088363444333688
83,0.695823942588289,1.34327987803689,1.97405453055834,2.48028931486908,1.91961906244713,2.36491767931261,2.06079413272712,1.88508971042841,2.3632443358292,2.38289147102241,2.12964816019118,1.08070001397059,0.352232728363939,0.13035049502654,0.089342558002443,0.086148048079118
83,1.22483932447234,1.67760629309739,1.46776967237937,1.77516036098525,1.43165854039152,2.18282707783022,2.18448655468335,1.58134262483371,1.62408458979397,1.35322275950703,1.4824266525443,1.44258499740527,0.577466833340225,0.245565327635338,0.098183706034649,0.077928780605574
83,1.15154190729331,1.15977664479526,0.831131150696882,1.02914848279567,0.863268786417714,1.2221982441694,1.37615354268381,1.37438257976155,0.9948121274976,0.76919065919306,0.724701847238931,0.795430705731369,0.810711384141543,0.386737462652008,0.172576546688101,0.059320609999181
83,0.787370686452111,1.19728409994319,0.987056826315331,0.546467376720255,0.602409562246177,0.760568690136744,1.09100803017473,1.11477715249552,0.915184260675711,0.449782695333362,0.448239620556773,0.537239658358631,0.486998522268417,0.690270286100772,0.226529491806385,0.081325933178943
83,0.331971924300987,0.969824326879715,0.86088400947305,0.792246482611296,0.300332871082387,0.541359276873494,0.490433189994086,0.846376558716947,0.840329256609258,0.657882151823602,0.484066785256046,0.361006961460746,0.490587109110091,0.432423574306778,0.525125644023572,0.2181234757057
83,0.588262841895894,0.82630634657137,1.19518780424785,1.01241590882798,0.338865474654603,0.340784071792871,0.467908211466201,0.733264965084742,0.777396301448815,0.727517117955324,0.685170318401161,0.367319971036864,0.199912318593715,0.313253659766871,0.21261897231983,0.23991821232257
,,,,,,,,,,,,,,,,
84,3.27635748283464,1.90207558920429,1.28788177145712,0.716947721252957,1.14893976507013,1.71484046446293,2.09033021613162,1.6700101356503,1.04380995443383,0.58523394792786,0.579461621663275,0.459958273770581,0.292174706562208,0.208309213332059,0.110557630169921,0.060205190986647
84,1.71668749280931,14.5652812761753,3.14626324295852,0.906866613453694,0.593900913113287,1.44721224391866,2.06434574884261,2.04931229384914,1.67414249047095,0.723506753037344,0.455714680122404,0.404410408559728,0.308461195919792,0.204364452142994,0.089733555514161,0.064883648555028
84,0.830953421144944,5.23455717495561,22.4711956398454,2.61727030736312,1.12532797541256,1.01947837324608,1.46405942094492,1.92525009468455,2.20618344308605,1.22171208167783,0.637427891130434,0.318463343500818,0.194681176583185,0.189329517895021,0.128010690612946,0.092000836762731
84,0.454100226162987,1.21911535857678,8.25244244124569,26.7962843383119,4.18186142419622,2.0899319047801,1.55496903525791,1.93125909140942,2.18356313159643,1.97036876295029,1.01402671065513,0.419461351991019,0.186065078419453,0.116272587191413,0.060942506721742,0.040816791995028
84,0.779472856577188,0.719620545309516,1.04585236708093,7.21602129781461,10.2010515223491,4.58467381238441,2.80671460711901,2.26338976356881,1.88066551959207,2.10835579497552,1.40205207920518,0.737657963822437,0.23663738076551,0.092132119101915,0.087776023602331,0.066606382350713
84,1.56003095611222,1.00373181739521,0.668927781613286,2.36925965816035,5.38550252203191,7.6448547047953,4.14318398494604,2.94865890629913,2.31455597475999,1.85613097158057,1.69700685517734,0.898939909390036,0.342923568501274,0.116987278871,0.04921622981185,0.039825375844904
84,1.64969919105244,2.51350290748544,2.03458010314904,1.31755109639596,2.52176474930688,4.10814899091142,5.60279705946909,3.73710223449274,2.67406716226708,1.92679234639216,1.42287822880935,0.970000079676104,0.443540274837151,0.162876353635806,0.078325948375235,0.060051611734436
84,1.44427051735352,2.51228443736744,2.19192401667677,1.74995249478682,1.62823806245104,2.89672404772013,3.51288339725091,4.90432903273554,3.47199511632821,2.10754102692513,1.41307130278381,0.745604159880109,0.431886487136294,0.248242336652911,0.12509078437331,0.044072430624949
84,0.909660847277535,1.79584929301011,2.30601804062194,2.52286482000735,1.88976750183978,2.36552414601991,2.99257059886369,3.18334147481733,4.09576774632393,2.50400835927672,1.63456334258357,0.582237959649682,0.340661257980709,0.189973366060639,0.108311680008008,0.051120048949123
84,0.574597409886132,1.33273764995607,1.64071330575694,3.12133994818635,1.74653452275103,1.870423246413,2.16423547020113,2.37377414815566,2.37381245189826,2.6798784390813,1.5438688659239,0.681292745478305,0.246333343831633,0.115220542427238,0.094021747439936,0.088363444333688
84,0.695823942588289,1.34327987803689,1.97405453055834,2.48028931486908,1.91961906244713,2.36491767931261,2.06079413272712,1.88508971042841,2.3632443358292,2.38289147102241,2.12964816019118,1.08070001397059,0.352232728363939,0.13035049502654,0.089342558002443,0.086148048079118
84,1.22483932447234,1.67760629309739,1.46776967237937,1.77516036098525,1.43165854039152,2.18282707783022,2.18448655468335,1.58134262483371,1.62408458979397,1.35322275950703,1.4824266525443,1.44258499740527,0.577466833340225,0.245565327635338,0.098183706034649,0.077928780605574
84,1.15154190729331,1.15977664479526,0.831131150696882,1.02914848279567,0.863268786417714,1.2221982441694,1.37615354268381,1.37438257976155,0.9948121274976,0.76919065919306,0.724701847238931,0.795430705731369,0.810711384141543,0.386737462652008,0.172576546688101,0.059320609999181
84,0.787370686452111,1.19728409994319,0.987056826315331,0.546467376720255,0.602409562246177,0.760568690136744,1.09100803017473,1.11477715249552,0.915184260675711,0.449782695333362,0.448239620556773,0.537239658358631,0.486998522268417,0.690270286100772,0.226529491806385,0.081325933178943
84,0.331971924300987,0.969824326879715,0.86088400947305,0.792246482611296,0.300332871082387,0.541359276873494,0.490433189994086,0.846376558716947,0.840329256609258,0.657882151823602,0.484066785256046,0.361006961460746,0.490587109110091,0.432423574306778,0.525125644023572,0.2181234757057
84,0.588262841895894,0.82630634657137,1.19518780424785,1.01241590882798,0.338865474654603,0.340784071792871,0.467908211466201,0.733264965084742,0.777396301448815,0.727517117955324,0.685170318401161,0.367319971036864,0.199912318593715,0.313253659766871,0.21261897231983,0.23991821232257
,,,,,,,,,,,,,,,,
85,3.27635748283464,1.90207558920429,1.28788177145712,0.716947721252957,1.14893976507013,1.71484046446293,2.09033021613162,1.6700101356503,1.04380995443383,0.58523394792786,0.579461621663275,0.459958273770581,0.292174706562208,0.208309213332059,0.110557630169921,0.060205190986647
85,1.71668749280931,14.5652812761753,3.14626324295852,0.906866613453694,0.593900913113287,1.44721224391866,2.06434574884261,2.04931229384914,1.67414249047095,0.723506753037344,0.455714680122404,0.404410408559728,0.308461195919792,0.204364452142994,0.089733555514161,0.064883648555028
85,0.830953421144944,5.23455717495561,22.4711956398454,2.61727030736312,1.12532797541256,1.01947837324608,1.46405942094492,1.92525009468455,2.20618344308605,1.22171208167783,0.637427891130434,0.318463343500818,0.194681176583185,0.189329517895021,0.128010690612946,0.092000836762731
85,0.454100226162987,1.21911535857678,8.25244244124569,26.7962843383119,4.18186142419622,2.0899319047801,1.55496903525791,1.93125909140942,2.18356313159643,1.97036876295029,1.01402671065513,0.419461351991019,0.186065078419453,0.116272587191413,0.060942506721742,0.040816791995028
85,0.779472856577188,0.719620545309516,1.04585236708093,7.21602129781461,10.2010515223491,4.58467381238441,2.80671460711901,2.26338976356881,1.88066551959207,2.10835579497552,1.40205207920518,0.737657963822437,0.23663738076551,0.092132119101915,0.087776023602331,0.066606382350713
85,1.56003095611222,1.00373181739521,0.668927781613286,2.36925965816035,5.38550252203191,7.6448547047953,4.14318398494604,2.94865890629913,2.31455597475999,1.85613097158057,1.69700685517734,0.898939909390036,0.342923568501274,0.116987278871,0.04921622981185,0.039825375844904
85,1.64969919105244,2.51350290748544,2.03458010314904,1.31755109639596,2.52176474930688,4.10814899091142,5.60279705946909,3.73710223449274,2.67406716226708,1.92679234639216,1.42287822880935,0.970000079676104,0.443540274837151,0.162876353635806,0.078325948375235,0.060051611734436
85,1.44427051735352,2.51228443736744,2.19192401667677,1.74995249478682,1.62823806245104,2.89672404772013,3.51288339725091,4.90432903273554,3.47199511632821,2.10754102692513,1.41307130278381,0.745604159880109,0.431886487136294,0.248242336652911,0.12509078437331,0.044072430624949
85,0.909660847277535,1.79584929301011,2.30601804062194,2.52286482000735,1.88976750183978,2.36552414601991,2.99257059886369,3.18334147481733,4.09576774632393,2.50400835927672,1.63456334258357,0.582237959649682,0.340661257980709,0.189973366060639,0.108311680008008,0.051120048949123
